config,step,session_id,turns,reasoning_nonempty,content_nonempty,reasoning_exact,reasoning_near80,reasoning_near60,content_exact,content_near80,content_near60
8 GPU,2,e7db2b18-41f4-4792-8e38-bc1691d835af,55,55,11,1,1,1,1,1,1
8 GPU,2,c2041072-5ad6-4e8d-bcd7-72c634877bf2,1,1,1,1,1,1,1,1,1
8 GPU,2,7259d974-068a-4826-a9ff-de94e565ca04,9,9,3,1,1,1,1,1,1
8 GPU,2,2fea1abf-7c3f-4631-b4db-4c9cbd4295f0,36,36,3,1,1,1,1,1,1
8 GPU,2,c65cec7e-3c60-44f7-8359-8dd198bab41f,14,14,1,1,1,1,1,1,1
8 GPU,2,4e13bd49-c144-44f6-b415-54c9a87ba376,4,4,2,1,1,1,1,1,1
8 GPU,2,45d8b40e-872b-457e-b05c-8a7cf1a6992a,24,24,10,1,1,1,1,1,1
8 GPU,2,4b0342ec-ead3-47ba-b240-05be91856903,33,33,9,1,1,1,1,1,1
8 GPU,2,66230294-c330-49c5-8e47-ee2c649a1bdd,2,2,2,1,1,1,1,1,1
8 GPU,2,45101bac-0129-4ae5-9815-fc5ebef3783f,8,8,4,1,1,1,1,1,1
8 GPU,2,84187ec2-0cf6-4303-bc63-3a6c031e3418,12,12,2,1,1,1,1,1,1
8 GPU,2,1d9805ce-a662-4f45-bb14-ed100f4703ee,5,5,2,1,1,1,1,1,1
8 GPU,2,89819588-3134-419f-8300-924dd28065b8,4,4,3,1,1,1,1,1,1
8 GPU,2,2f0d32ef-73e8-4c72-8271-2111457ef88a,4,4,3,1,1,1,1,1,1
8 GPU,2,9a4e74f4-8768-4750-b275-1ceeaf9acc42,22,22,13,1,1,1,1,1,1
8 GPU,2,c0fb571a-5a6d-4632-a77d-dabd921fb8a4,38,38,11,1,1,1,1,1,1
8 GPU,2,fa9d2cae-6f73-426f-9692-be9a6502dab7,4,4,4,1,1,1,1,1,1
8 GPU,2,724162c9-94d7-4df9-8e0a-b0361e585c5e,4,4,3,1,1,1,1,1,1
8 GPU,2,d232d9c9-162e-4331-bf5b-de311c2ab28f,4,4,3,1,1,1,1,1,1
8 GPU,2,46730c39-be93-4003-867a-1fcb7ed75ea3,21,21,9,1,1,1,1,1,1
8 GPU,2,463dab6a-778f-4c76-9656-6539aef17671,39,39,9,1,1,1,1,1,1
8 GPU,2,61549c44-57ba-41c5-81b2-89590e203a3e,4,4,2,1,1,1,1,1,1
8 GPU,2,7849c61a-2e81-4306-9ff7-279c8bee7f81,4,4,2,1,1,1,1,1,1
8 GPU,2,7c3e9d37-1127-4003-8917-a3a3366712d1,5,5,2,1,1,1,1,1,1
8 GPU,2,b3fb4a8e-5c64-4d6d-855f-48f890b2c71b,5,5,3,1,1,1,1,1,1
8 GPU,2,b302d7ab-bb0e-4fc8-8cf9-12836d2f3d44,5,5,1,1,1,1,1,1,1
8 GPU,2,1c327c86-4464-4dac-a6c5-b9383221ce9b,5,5,3,1,1,1,1,1,1
8 GPU,2,e134639e-0663-484c-ba36-ac594390eb63,4,4,2,1,1,1,1,1,1
8 GPU,2,30ebba50-605f-48b5-a1fc-9d1fdf58325a,7,7,1,1,1,1,1,1,1
8 GPU,2,2540d592-5f90-402b-8162-9d632dc074b0,5,5,2,1,1,1,1,1,1
8 GPU,2,a983174a-1c11-40b3-a58c-a41e2479b25a,39,39,2,1,1,1,1,1,1
8 GPU,2,454bc216-790e-4501-821c-5b280679bb30,7,7,2,1,1,1,1,1,1
8 GPU,2,5eea15e8-df9d-47cb-9497-1706fc54fe8e,14,14,7,1,1,1,1,1,1
8 GPU,2,57be4047-115f-43d8-b928-15e031c91867,1,1,1,1,1,1,1,1,1
8 GPU,2,e8a3a4f1-5c7c-49c2-8669-93a88c6adef6,13,12,2,1,1,1,1,1,1
8 GPU,2,eee203e8-37d1-43df-9438-be46723fbb71,17,17,2,1,1,1,1,1,1
8 GPU,2,e3ea57a0-97d5-4e6b-9b0d-23166c348b1a,2,2,2,1,1,1,1,1,1
8 GPU,2,b8359dee-b948-420b-8b62-d5cff12f7cbd,34,34,9,1,1,1,1,1,1
8 GPU,2,439616d6-0371-4f2e-a84a-b927479b4164,8,8,1,1,1,1,1,1,1
8 GPU,2,33110e64-114b-4c15-ba4e-75e5ec7b174e,105,105,1,1,1,1,1,1,1
8 GPU,2,92b10764-07dd-452e-9e4b-bcfd71ba9407,24,24,1,1,1,1,1,1,1
8 GPU,2,344b3527-7459-4cb8-8d33-989f4290f754,13,13,3,1,1,1,1,1,1
8 GPU,2,983401e8-adeb-46fc-aa9e-85c1bd0de48c,34,34,0,1,1,1,0,0,0
8 GPU,2,31999f6a-f7e6-463b-92e7-6e64e6bb37e9,37,37,7,1,1,1,1,1,1
8 GPU,2,397b3314-db53-4217-8eee-ac65a75734dc,34,34,12,1,1,1,1,1,1
8 GPU,2,a968b18f-bbb0-4ac3-b4c9-215800df65ef,59,59,21,1,1,1,1,1,1
8 GPU,2,4cd81eca-283b-4cb5-97a4-7bfe72737fd6,4,4,2,1,1,1,1,1,1
8 GPU,2,c3b5c524-95a4-474c-a95d-ac1e6d5b060e,12,12,10,1,1,1,1,1,1
8 GPU,2,e4480507-ea5e-46a8-82c0-9d2619f935c3,19,19,2,1,1,1,1,1,1
8 GPU,2,71b0d6da-9337-464b-9c1e-d31be94a8569,32,32,8,1,1,2,1,1,1
8 GPU,2,79739bb0-81fb-41d8-9f59-eae78d8042f3,10,10,1,1,1,1,1,1,1
8 GPU,2,d968f92d-33f4-4db2-a094-651b0ba84c00,76,76,13,1,1,1,1,1,1
8 GPU,2,66083623-f949-40b2-8684-a4eea2c5226b,30,30,0,1,1,1,0,0,0
8 GPU,2,37972982-dd44-49a0-97a0-5ac488c39e75,13,13,3,1,1,1,1,1,1
8 GPU,2,9c329f95-f276-436a-8799-f4a7017d75ed,15,15,2,1,1,1,1,1,1
8 GPU,2,099778a3-cf3d-4a04-807a-11c4bee12dbc,3,3,2,1,1,1,1,1,1
8 GPU,2,7782737b-2ab1-45a5-81e4-ea742e956f0a,18,18,7,1,1,1,1,1,1
8 GPU,2,6a1540be-81a4-423f-8894-54dba8e6d9a2,58,58,21,1,1,1,1,1,1
8 GPU,2,5cf872db-3d59-49ff-9863-8b03998e9135,104,104,24,1,1,1,1,1,1
8 GPU,2,e9474c85-c0b2-44c8-a94f-2176f4b413ee,18,18,3,1,1,1,1,1,1
8 GPU,2,6d473733-b0a3-4778-8b27-343a795b953f,10,10,2,1,1,1,1,1,1
8 GPU,2,adbde4cd-2089-4305-98a9-1b62e2508256,6,6,2,1,1,1,1,1,1
8 GPU,2,70dd82a6-e335-4b0f-bb39-35fff697d3f1,6,6,1,1,1,1,1,1,1
8 GPU,2,a0530c26-5c58-4a34-a278-f18c99a8a56e,15,15,2,1,1,1,1,1,1
8 GPU,2,237d851e-52c3-4a44-bd27-b88e37e83067,10,10,3,1,1,1,1,1,1
8 GPU,2,44b31375-4c5e-480a-b779-38c7281676e9,5,5,2,1,1,1,1,1,1
8 GPU,2,d3bea193-d7aa-44d7-8c01-c12535837e9b,7,7,1,1,1,1,1,1,1
8 GPU,2,8c1af24f-1999-4557-baf0-30541edeab9e,10,10,2,1,1,1,1,1,1
8 GPU,2,95a217a3-cb03-4047-a864-7a1003af64c9,46,46,3,1,1,1,1,1,1
8 GPU,2,ad5d72ba-b9c8-4e4d-bf43-c1cffe334598,65,65,20,1,1,1,1,1,1
8 GPU,2,0e89e6a8-0b33-454c-862b-cc958744ee84,14,14,2,1,1,1,1,1,1
8 GPU,2,90f5a276-885c-49b3-95d3-db20bb590fdb,29,29,0,1,1,1,0,0,0
8 GPU,2,84b763e0-e28f-4801-ace9-58e948982ded,62,62,5,1,2,2,1,1,1
8 GPU,2,cfc15753-43f1-4787-9c45-e128bbdc9418,22,22,5,1,1,1,1,1,1
8 GPU,2,4a24398a-be60-44dd-b9e7-9de617cf7c5e,49,49,5,1,1,1,1,1,1
8 GPU,2,3bad1cef-1b3a-4fa2-9a59-c06a864c333c,23,23,9,1,1,1,1,1,1
8 GPU,2,588465dc-0ec0-4c7c-b3f5-ef8121b41cae,44,44,27,1,1,1,1,1,1
8 GPU,2,78e4b98e-b20b-4e43-a078-92a0de7f4df6,39,39,8,1,1,1,1,1,1
8 GPU,2,38515a31-c70e-45c8-9813-ebb241437e47,24,24,11,1,1,1,1,1,1
8 GPU,2,2d816fce-10d7-45a1-a182-f1f5de6af883,45,45,11,1,1,2,1,1,1
8 GPU,2,a7d0ed95-82bc-4aa9-b6ca-d67704a9b78f,2,2,2,1,1,1,1,1,1
8 GPU,2,070ddf44-88da-401f-b3af-9bc095467285,61,61,5,1,1,1,1,1,1
8 GPU,2,36d32f88-0566-4e8f-99d7-009d4b730097,2,2,1,1,1,1,1,1,1
8 GPU,2,ff1f9bc5-de26-4a1f-abe2-da2392f760a4,10,10,2,1,1,1,1,1,1
8 GPU,2,9805b79b-c3af-401c-be76-87fa49678b03,2,2,1,1,1,1,1,1,1
8 GPU,2,d8c9c491-673d-45d0-9b3f-06b351bf19f0,9,9,2,1,1,1,1,1,1
8 GPU,2,45618d89-4d5a-4037-bea4-0b42df21fd6b,4,4,2,1,1,1,1,1,1
8 GPU,2,1d58b71b-2a7d-4a49-96bc-a018aefb3e9b,9,9,3,1,1,1,1,1,1
8 GPU,2,fb6c414f-4660-461b-9ff7-be5331a09845,10,10,2,1,1,1,1,1,1
8 GPU,2,722bac2a-fb36-4c91-a89d-fc1fd318fc40,12,12,0,1,1,1,0,0,0
8 GPU,2,b4bf8cf2-9de3-420b-9a69-39c60daa0e57,4,4,1,1,1,1,1,1,1
8 GPU,2,1fdf5afe-7bdf-4ef4-be38-e0b9bd5fbbe3,4,4,2,1,1,1,1,1,1
8 GPU,2,2b709285-1396-4ad0-9f44-e0336a86a546,51,51,8,1,1,1,1,1,1
8 GPU,2,54aacb04-ed0a-408d-b26a-80e276c8813d,5,5,4,1,1,1,1,1,1
8 GPU,2,3a58e8ac-6317-4679-ab18-7881fc3fe25b,26,26,5,1,1,1,1,1,1
8 GPU,2,04102126-36df-4586-bdc2-7881093d02af,4,4,3,1,1,1,1,1,1
8 GPU,2,3d50cbd6-0f7b-4ed2-be80-1875505a7a34,17,17,2,1,1,1,1,1,1
8 GPU,2,322ce686-cd52-41ed-ae16-131c75768bc6,15,15,4,1,1,1,1,1,1
8 GPU,2,25506caf-35fb-40d3-af81-7a19bad15b82,23,23,3,1,1,1,1,1,1
8 GPU,2,d5fee46c-693c-4e9f-8368-823f503dc760,36,36,6,1,1,1,1,1,1
8 GPU,2,c6f312c0-03ed-4a28-b391-aae9efe360d7,6,6,2,1,1,1,1,1,1
8 GPU,2,6d425582-b4d5-4a5e-9fb9-dc38012ba43e,10,10,4,1,1,1,1,1,1
8 GPU,2,17edaea9-7b08-45f4-9f46-51cd6a01f8f3,23,23,7,1,1,1,1,1,1
8 GPU,2,c515add9-9f9b-4cbb-80fe-328f360c8cf4,22,22,11,1,1,1,1,1,1
8 GPU,2,cbb7a556-4780-45b2-a01a-eb35ed825f2f,5,5,2,1,1,1,1,1,1
8 GPU,2,376a1895-eeda-49d0-a807-0cada71545b7,8,8,3,1,1,1,1,1,1
8 GPU,2,c43d4566-7730-4593-bade-473da78f4666,4,4,2,1,1,1,1,1,1
8 GPU,2,dd466ede-3509-4c5f-8e8a-903ead20833d,4,4,3,1,1,1,1,1,1
8 GPU,2,9b0ac0b1-d08e-40d2-85bc-cb9300bfcbfd,4,4,2,1,1,1,1,1,1
8 GPU,2,54519d7b-74ef-4492-84f8-caade1b1cb16,5,5,2,1,1,1,1,1,1
8 GPU,2,450567d4-84ad-4c15-bbb7-97eaec24874a,4,4,2,1,1,1,1,1,1
8 GPU,2,c758b26c-1b5d-4cb2-b0ff-93037319d56e,7,7,1,1,1,1,1,1,1
8 GPU,2,39911bbc-925d-40c2-ba4e-becfd444d84a,16,16,5,1,1,1,1,1,1
8 GPU,2,58e6cda3-2395-4dd2-988b-174261892fce,9,9,3,1,1,1,1,1,1
8 GPU,2,08bc37ac-1d6a-4af7-b8f8-eebb7812fae9,5,5,2,1,1,1,1,1,1
8 GPU,2,59258718-c2f7-498a-92c5-ed09065eb94e,4,4,1,1,1,1,1,1,1
8 GPU,2,4c185d23-d896-4577-942c-4314e39782d3,35,35,11,1,1,1,1,1,1
8 GPU,2,815344de-016f-46bd-a88f-06f411c732b0,27,27,11,1,1,1,1,1,1
8 GPU,2,753f37d8-4974-4361-b47c-7eb9a9431e43,4,4,3,1,1,1,1,1,1
8 GPU,2,c7f12532-cee9-4b13-beb4-4a6373fb3e9c,17,17,7,1,1,1,1,1,1
8 GPU,2,db7eead4-ace0-4dea-ad3a-97e284b061a4,7,7,6,1,1,1,1,1,1
8 GPU,2,18a6e441-1d83-4590-81f9-517ed848ec94,93,93,3,1,1,1,1,1,1
8 GPU,2,ed3042a7-bbc8-4c5d-9ca0-492abb56fb5d,22,22,6,1,1,1,1,1,1
8 GPU,2,1006f0b7-b48a-449a-ac07-61bebcc78b6e,34,34,5,1,1,1,1,1,1
8 GPU,3,a3c7215d-0b2d-41a5-90b6-054fb7c95cda,3,3,2,1,1,1,1,1,1
8 GPU,3,645b3577-5a75-4ecb-ae56-b9609e958ce7,4,4,3,1,1,1,1,1,1
8 GPU,3,3adb49a8-f0e2-4a5f-9f87-c1d1cbcf8ca2,4,4,3,1,1,1,1,1,1
8 GPU,3,993fd57f-86fc-44b9-879e-cd69118db574,23,23,5,1,1,1,1,1,1
8 GPU,3,63d79016-7637-439d-ac50-6e2a41b44ae3,4,4,3,1,1,1,1,1,1
8 GPU,3,274f25ed-5960-4683-a392-3d69fa1cb2d6,4,4,3,1,1,1,1,1,1
8 GPU,3,974f2118-cb17-4bab-9a39-9d2c26612ac4,56,56,18,1,1,1,1,1,1
8 GPU,3,a63ad395-c69e-4351-8f54-1281ea9390b5,4,4,3,1,1,1,1,1,1
8 GPU,3,0526611c-ddd6-42fa-b725-5a9d72da2862,8,8,2,1,1,1,1,1,1
8 GPU,3,14e4a391-336b-46c6-a2b6-69b48b6974c2,12,12,2,1,1,1,1,1,1
8 GPU,3,e8663086-56a7-447b-aee7-29112aca1784,22,22,7,1,1,1,1,1,1
8 GPU,3,0e83406b-e44a-4b68-9fb5-2fedff40dbcb,53,53,5,1,1,1,1,1,1
8 GPU,3,2504d9e8-7e14-44ed-9aa9-6d543f9a4e87,6,6,1,1,1,1,1,1,1
8 GPU,3,a24b2a85-c52c-4e5a-bfd3-9050f33838ff,17,17,0,1,1,1,0,0,0
8 GPU,3,c0146f77-1e31-4d5b-8469-f843c02dfc9f,7,7,1,1,1,1,1,1,1
8 GPU,3,8216df3b-a33a-4732-a8f6-9490f3d085ae,47,47,15,1,1,1,1,1,1
8 GPU,3,04870df2-e704-43db-98b3-3393067fd34c,11,11,0,1,1,1,0,0,0
8 GPU,3,ca1ce4fe-ff94-47db-a4a3-e7cb423afd5f,9,9,3,1,1,1,1,1,1
8 GPU,3,b91b9a3d-68c4-4c7e-922b-44b7faf8fa16,12,12,0,1,1,1,0,0,0
8 GPU,3,fa2594fe-fda9-44bc-9bd8-4f1ef70d694e,8,8,3,1,1,1,1,1,1
8 GPU,3,e6dafe1c-1d4e-4665-a24a-be45ad6b9b02,22,22,2,1,1,1,1,1,1
8 GPU,3,cbaf02be-7c9d-4023-94d3-990ba3cea71c,2,2,1,1,1,1,1,1,1
8 GPU,3,e23091c0-78f2-4fb9-ad51-c5f355775c70,18,18,4,1,1,1,1,1,1
8 GPU,3,6d051541-34ac-45d6-af01-568058611588,26,26,8,1,1,1,1,1,1
8 GPU,3,d40301cf-be19-4f78-aa4f-afc9dc711659,24,24,4,1,1,1,1,1,1
8 GPU,3,c0e97f93-c325-4b8e-9748-88ab2f969e45,8,8,0,1,1,1,0,0,0
8 GPU,3,e0e6242c-0eb5-43b7-a5ef-2026b3a1277a,47,47,21,1,1,1,1,1,1
8 GPU,3,a32a5a22-3576-4de8-8f90-429547e95acd,12,12,2,1,1,1,1,1,1
8 GPU,3,a9145a61-91b9-44c1-ba89-dc8da82c0215,27,27,9,1,1,1,1,1,1
8 GPU,3,3ec22680-f65b-4544-a259-262d17e677bf,42,42,22,1,1,1,1,1,1
8 GPU,3,76d5758b-aed6-4bf8-adec-405870a8955e,5,5,2,1,1,1,1,1,1
8 GPU,3,7d4de60c-da34-473a-92fb-bb2a6f48c6ab,21,21,3,1,1,1,1,1,1
8 GPU,3,9b5bf1e6-adc5-4a2c-bdd6-bde10305861c,9,9,1,1,1,1,1,1,1
8 GPU,3,14e9d1c5-4435-4c99-8760-dead75f5e296,26,26,1,1,1,1,1,1,1
8 GPU,3,7c9449a3-ccfe-40b7-8be7-7fb501a35207,10,10,1,1,1,1,1,1,1
8 GPU,3,43224318-6e51-4794-be88-ae1485fdeef3,22,22,1,1,1,1,1,1,1
8 GPU,3,5a83a321-f810-478e-903a-d7de9374b865,17,17,0,1,1,1,0,0,0
8 GPU,3,0f50d3c4-2bf8-45cb-8187-95cdad8d8db3,19,19,1,1,1,1,1,1,1
8 GPU,3,2e0a9c1e-763e-42e6-9c3a-e64b8f7a2331,16,16,2,1,1,1,1,1,1
8 GPU,3,c8a60d4c-0101-405c-b78e-53421de954bf,17,17,2,1,1,1,1,1,1
8 GPU,3,6ff1d8e3-0c36-4c3f-b079-071033e4ff96,52,52,1,1,1,1,1,1,1
8 GPU,3,40a95dc9-dc3c-46fb-9926-d90435635d90,12,12,3,1,1,1,1,1,1
8 GPU,3,871812ef-9856-4ffa-9d00-c8191cbfea7d,4,4,3,1,1,1,1,1,1
8 GPU,3,f4928bcb-80fb-4ff3-9709-cc78f4be9382,10,10,9,1,1,1,1,1,1
8 GPU,3,44c7d802-f249-4fd9-abd7-9d4d2b300631,48,48,4,1,1,1,1,1,1
8 GPU,3,bbe4c243-c0dd-415d-8667-de4060a3b091,17,17,2,1,1,1,1,1,1
8 GPU,3,be427382-2755-4b40-9746-8a86e461e259,9,9,2,1,1,1,1,1,1
8 GPU,3,4600bf9f-37cc-473c-a7a6-7e179f14cf45,25,25,3,1,1,1,1,1,1
8 GPU,3,9ce17a29-767a-4379-b2d6-8e0da9d178a1,49,49,0,1,1,1,0,0,0
8 GPU,3,b28983bb-9b93-4581-8bd5-652b0c974adb,2,2,2,1,1,1,1,1,1
8 GPU,3,6423a185-0720-4afe-b9c1-e8ac6f4b47b4,28,28,3,1,1,1,1,1,1
8 GPU,3,8a7d5f4b-ce7d-49dc-a6b6-1012db1b3feb,54,54,2,1,1,1,1,1,1
8 GPU,3,3db8504a-8ff1-4ca9-91a1-9994d30b9682,46,46,14,1,1,1,1,1,1
8 GPU,3,cf879ca3-d521-472b-b2d3-ae7773481398,25,25,0,1,1,1,0,0,0
8 GPU,3,2f21ebf3-6d5c-456c-8e03-4c2ce5b0bd24,46,46,17,1,1,1,1,1,1
8 GPU,3,908c3202-42cb-4f69-961c-4da193a096cb,17,17,9,1,1,1,1,1,1
8 GPU,3,25a94a3e-406d-47fb-b0f1-70bcf54a1de2,10,10,1,1,1,1,1,1,1
8 GPU,3,c0e4625c-572c-408e-8309-a55f050f262e,5,5,2,1,1,1,1,1,1
8 GPU,3,177d3b21-1485-4b60-b3c1-57557f19bcc0,8,8,2,1,1,1,1,1,1
8 GPU,3,fbe3bb68-7941-4cb4-a5c4-eeae41bc7846,29,29,4,1,1,1,1,1,1
8 GPU,3,ee35db79-cea1-4c4e-9819-fa0ecbd779a4,15,15,5,1,1,1,1,1,1
8 GPU,3,48e6607f-09a8-493f-a740-702dd041516e,14,14,4,1,1,1,1,1,1
8 GPU,3,d1619053-2228-4d22-9695-c8f9395209d4,10,10,1,1,1,1,1,1,1
8 GPU,3,181152dd-1bc7-4c2c-ab0a-b22e1a921d5a,15,15,5,1,1,1,1,1,1
8 GPU,3,be6df78f-962a-4eb7-b577-a9a87f112731,19,19,3,1,1,1,1,1,1
8 GPU,3,5c155d18-35b5-44be-878e-e4839521ce8f,12,12,2,1,1,1,1,1,1
8 GPU,3,22c5f761-5c4c-4506-9a19-c5112c41d91b,33,33,9,1,1,1,1,1,1
8 GPU,3,146fc570-658a-4b39-b486-80422330c83d,26,26,5,1,1,1,1,1,1
8 GPU,3,524a54e5-498f-450b-8e24-b0384e9a6693,3,3,1,1,1,1,1,1,1
8 GPU,3,b3ee1ce7-235c-4a7d-ae48-7bc9a5200a97,7,7,1,1,1,1,1,1,1
8 GPU,3,87c50e9b-b727-45b9-ab00-81da518b3b2f,9,9,2,1,1,1,1,1,1
8 GPU,3,dc0d3a95-aad4-4fa6-992a-92b8bd7e9e71,31,31,7,1,1,1,1,1,1
8 GPU,3,68dcd0af-a74b-4ddf-965e-5078914d9589,45,45,14,1,1,1,1,1,1
8 GPU,3,f7875e57-00e1-47af-aea6-c27fa30385b1,10,10,3,1,1,1,1,1,1
8 GPU,3,eb5bb538-8d14-4c4e-9c29-9bbaab0aa9ab,9,9,3,1,1,1,1,1,1
8 GPU,3,fc5f8189-6638-48a2-aca4-802c8eeea8f0,58,58,0,1,1,1,0,0,0
8 GPU,3,6722df6d-8f77-4238-b670-1ac53e8dc356,42,42,13,1,1,1,1,1,1
8 GPU,3,fa606387-58bf-46fe-b24a-2539565c994e,45,45,14,1,1,1,1,1,1
8 GPU,3,6ec2cca1-e49c-4b49-a294-ec29e8713568,22,22,1,1,1,1,1,1,1
8 GPU,3,dad0e76e-4f9c-4cc8-9add-6803b026d357,37,37,12,1,1,1,1,1,1
8 GPU,3,51825e84-3565-4a5f-8da1-59167d3e2bc0,26,26,12,1,1,1,1,1,1
8 GPU,3,151a5435-b257-4f4b-819a-b34d263137c8,4,4,3,1,1,1,1,1,1
8 GPU,3,bd64dd26-ca05-4af3-b623-6232e2ff0ab1,4,4,3,1,1,1,1,1,1
8 GPU,3,fca4f730-01e7-44a4-b527-1f9fdb68aad8,4,4,3,1,1,1,1,1,1
8 GPU,3,2422b7d6-41f4-42a8-8238-c7790eb722c7,43,43,7,1,1,1,1,1,1
8 GPU,3,97ba38f0-474f-4e54-8cd7-61a977f10103,59,59,27,1,1,1,1,1,1
8 GPU,3,113fc99d-7dbf-4019-885e-d6a919b61ff1,4,4,3,1,1,1,1,1,1
8 GPU,3,c307d4bc-cd61-405d-b55a-a7afed978946,36,36,2,1,1,1,1,1,1
8 GPU,3,a570d547-ca0b-487b-bc7e-df437e0e15a4,5,5,1,1,1,1,1,1,1
8 GPU,3,cdc4535a-35b9-4796-b60b-381f9d44033d,11,11,1,1,1,1,1,1,1
8 GPU,3,2410fb92-fa70-419b-8e03-633060dec913,21,21,4,1,1,1,1,1,1
8 GPU,3,273390bc-5721-4156-bda0-644adeb2728c,5,5,1,1,1,1,1,1,1
8 GPU,3,e666611c-12af-465f-85c6-dec2de4545d8,11,11,1,1,1,1,1,1,1
8 GPU,3,6535e8cf-4836-4488-8f2b-38ce55fa7534,21,21,2,1,1,1,1,1,1
8 GPU,3,753b0ef2-4574-40a5-901f-88cddef19346,5,5,1,1,1,1,1,1,1
8 GPU,3,87129934-b93b-47a0-95ea-55c7f13b6302,15,15,4,1,1,1,1,1,1
8 GPU,3,df1509ec-a299-4fe7-a321-13d39c8f34ef,5,5,4,1,1,1,1,1,1
8 GPU,3,fac1081e-b4ff-4008-a0a7-c044ca295ac8,4,4,3,1,1,1,1,1,1
8 GPU,3,867d4da0-d63e-4071-8aa8-355fec477d43,4,4,3,1,1,1,1,1,1
8 GPU,3,96ca8905-bd64-46f7-945f-3a87afaa519d,5,5,4,1,1,1,1,1,1
8 GPU,3,4dfd298f-a7fe-437f-a2b3-9c0a4d4ac03d,4,4,3,1,1,1,1,1,1
8 GPU,3,a12cf2a6-b7ce-44d7-b182-392e2fae640d,4,4,3,1,1,1,1,1,1
8 GPU,3,33f4f5a0-e13c-433b-a101-78f9aaaf486a,4,4,3,1,1,1,1,1,1
8 GPU,3,311f0cc6-246e-4ec0-8ceb-d9d43dd03a76,5,5,4,1,1,1,1,1,1
8 GPU,3,6d7e4c7a-9817-424e-83b1-f801a185de2e,7,7,2,1,1,1,1,1,1
8 GPU,3,999f01db-4c24-4bbb-bdaf-93671bcae62f,12,12,2,1,1,1,1,1,1
8 GPU,3,a466c317-8ac5-4074-a60f-5ac939ad6a76,4,4,3,1,1,1,1,1,1
8 GPU,3,ba998763-1666-40b5-a5d0-f3aaab1e42da,6,6,2,1,1,1,1,1,1
8 GPU,3,61c19ed7-1d34-4531-bceb-8eac5a99c21d,6,6,1,1,1,1,1,1,1
8 GPU,3,fd3bba80-df9f-4b73-a0d0-4728aee90688,9,9,2,1,1,1,1,1,1
8 GPU,3,ee0ff840-2059-432b-b536-aa12ba909f6d,8,8,2,1,1,1,1,1,1
8 GPU,3,a9abbeb1-3ae0-4192-9aa9-ede5b1e1c63c,28,28,2,1,1,1,1,1,1
8 GPU,3,506745c9-8938-4a8e-a18f-904151e8d331,40,40,15,1,1,1,1,1,1
8 GPU,3,66664864-bcbc-45c6-989b-b21d1ab39600,67,67,11,1,1,1,1,1,1
8 GPU,3,848beb79-a2e9-462f-b329-88e1f588e647,9,9,4,1,1,1,1,1,1
8 GPU,3,ebb9af71-7695-4d15-bcaa-674f59225d96,34,34,2,1,1,1,1,1,1
8 GPU,3,e7e122a6-3f32-446f-90b0-1f63e633baf1,11,11,4,1,1,1,1,1,1
8 GPU,3,356f9814-f1bb-4590-a279-67fefd2fe83d,7,7,3,1,1,1,1,1,1
8 GPU,3,1ee69721-81ce-49aa-a79b-245be287930e,10,10,1,1,1,1,1,1,1
8 GPU,3,51dbf1a2-594d-4fb1-8c22-a068790099ad,24,24,3,1,1,1,1,1,1
8 GPU,3,24455b07-06e2-48bc-9fa8-02dfce5741d4,20,20,2,1,1,1,1,1,1
8 GPU,3,a9425668-b349-4b4f-8705-3429ca668a50,31,31,0,1,1,1,0,0,0
8 GPU,3,eaf3aa45-711f-4153-a717-569709b1bd0d,16,16,4,1,1,1,1,1,1
8 GPU,3,784bb832-df3f-4bb2-b343-c8394ad2d59e,52,52,2,1,1,1,1,1,1
8 GPU,3,8f0d7895-b53a-4745-be55-7f8ebe21c665,16,16,1,1,1,1,1,1,1
8 GPU,3,169c8ff3-7468-443f-966d-80b8942b3557,5,5,2,1,1,1,1,1,1
8 GPU,3,60ed788f-0932-431c-947b-b9e4bd7eb966,7,7,1,1,1,1,1,1,1
8 GPU,3,86dea6f7-8a7e-4dc2-afe3-e33e3553fdfd,23,23,1,1,1,1,1,1,1
8 GPU,4,f636b35c-d446-4033-94fd-d6713c1aa5fc,3,3,2,1,1,1,1,1,1
8 GPU,4,d60133ac-105e-4fe9-88e1-b5f0e2572151,6,6,2,1,1,1,1,1,1
8 GPU,4,1802587f-5b2f-4540-93c3-bd4a7c00a627,12,12,2,1,1,1,1,1,1
8 GPU,4,715ce6c3-644d-40c1-a167-93b29f2b63d4,8,8,1,1,1,1,1,1,1
8 GPU,4,5e6778fc-e936-4adf-9777-b67965fa0b27,5,5,2,1,1,1,1,1,1
8 GPU,4,bfc08457-0b11-4cbd-8df7-4db6b9f65285,5,5,2,1,1,1,1,1,1
8 GPU,4,99eba7f3-4eb3-4cc8-8940-6377f494b87f,17,17,10,6,6,6,1,1,1
8 GPU,4,e387396f-f093-4342-9066-82b52fc2b023,13,13,1,1,1,1,1,1,1
8 GPU,4,6f086b39-bde1-4ea6-a77c-6aa3e49111ae,27,27,6,1,1,1,1,1,1
8 GPU,4,71a8ce70-064b-4c9e-a2d3-5c1a0e9b1773,17,17,1,1,1,1,1,1,1
8 GPU,4,19aaa0e3-693b-433a-aec5-c416c9b4acbd,27,27,4,1,1,1,1,1,1
8 GPU,4,902c41d7-50dc-4569-bbb4-200f2a05f4fd,8,8,1,1,1,1,1,1,1
